index,Pathway,Super_class,Class
CC[C@@H](O)C[C@H]1CCC[C@@]2(C[C@@H]3OC(=O)/C=C/[C@@](C)(O)[C@@H](O)[C@H](C)[C@@H](O)[C@H](O[C@H]4CC[C@H](N(C)C)[C@H](C)O4)[C@@H](O)[C@](C)(O)CCCCC/C=C/[C@@H]4CC(C)(C)O[C@@]4(O)C[C@H](O2)[C@H]3C)O1,Polyketides,Macrolides,Oligomycins
CC(C)C1=C2C3CCC(C(=O)O)=CCC3(C)CCC2(C)CC1,Terpenoids,Diterpenoids,Cyathane diterpenoids
COC1=C(c2c(OC)cc3cc4oc(C)cc(=O)c4c(O)c3c2O)C(=O)c2c(cc3oc(C)cc(=O)c3c2O)C1=O,Polyketides,Naphthalenes,Bisnaphthalenes
COc1ccc2c3c(n(C)c2c1)[C@H](CO)NCC31CCN(S(=O)(=O)c2ccccc2)CC1,Alkaloids,Tryptophan alkaloids,Carboline alkaloids
CCC(C)C1NC(=O)C(C(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(CO)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C2CCCN2C(=O)C(CCC(N)=O)NC1=O,Amino acids and Peptides,Oligopeptides,Cyclic peptides
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC,Fatty acids,Glycerolipids,Diacylglycerols
CC1=CC2OC(=O)C(C)=C2CCC(C=O)=CCCC2(C)OC2CC1,Terpenoids,Diterpenoids,Cembrane diterpenoids
COCC12C=NC3C4C(OC)C1C3(C(OC)CC2)C1CC2(O)C(OC)CC4(OC(C)=O)C1C2OC(=O)c1ccc(OC)cc1,Alkaloids,Pseudoalkaloids (transamidation),Terpenoid alkaloids
CCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@@H](O)CO,Fatty acids,Glycerophospholipids,Glycerophosphoglycerols
CC(=O)C1=C2C=C3C=C(C=CC(C)=CC(C)CCO)OC=C3C(O)C2(C)OC1=O,Polyketides,Chromanes,Azaphilones
CCCCCCCCCC(=O)CC1C2=COC(CC(C)O)=CC2=CC(=O)C1(C)O,Polyketides,Chromanes,Azaphilones
CC(=O)O[C@@H]1C(=O)C2=C(C(=O)C[C@H]3C(C)(C)[C@@H](O)CC[C@]23C)[C@]2(C)C(=O)C[C@H](C(C)(O)CCC(=O)O)[C@@]12C,Terpenoids,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids"
CC1CCC2C(C=CC(C)C2(C)C(=O)C(O)CO)C1,Polyketides,Cyclic polyketides,Decalins with side chains
CO[C@@H]1/C=C(\C)C[C@H](OC(C)=O)[C@]23O[C@@H](O)C([C@H]1O)[C@H]2CC3(C)C,Terpenoids,Sesquiterpenoids,Caryophyllane sesquiterpenoids
Cn1cncc1C(=O)CCc1ccccc1N1C(=O)CCC1=O,Alkaloids,Histidine alkaloids,Imidazole alkaloids
Cc1cc2c3c4c(cc(-c5ccc(O)cc5)c3c1O)C(=O)C(C)(C)C4=CC2=O,Terpenoids,Diterpenoids,Podocarpane diterpenoids
CC(=O)OC1(C)CCC23CC1C(C)(C)C2CCC3C,Terpenoids,Sesquiterpenoids,Cedrane and Isocedrane sesquiterpenoids
CCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,Fatty acids,Glycerophospholipids,Glycerophosphoserines
CC(=CCCC(C)C1(O)CC=C(C)CC1)CO,Terpenoids,Sesquiterpenoids,Bisabolane sesquiterpenoids
CCCCCCCCCCC(=O)N(CCCCN=C(N)N)CCCN=C(N)N,Alkaloids,Guanidine alkaloids,Acyclic guanidine alkaloids
CCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CCCCCOc1c(OC)ccc2c1C13CCN(C)C(C2)C1C=C(OC)C(=O)C3,Alkaloids,Tyrosine alkaloids,Morphinan alkaloids
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCCCC)COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,Fatty acids,Glycerophospholipids,Glycerophosphoinositols
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCCC,Fatty acids,Fatty amides,N-acyl amines
COCOc1cc(O)c(C(=O)C=Cc2ccccc2)c(OCOC)c1,Shikimates and Phenylpropanoids,Flavonoids,Chalcones
CCCCCCCCCCCCCCCCC[C@@H](O)[C@H](COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O[C@H]1O[C@H](CO)[C@@H](O)C(O)C1O)NC(=O)C(O)CCCCCCCCCCCCCC,Fatty acids,Spingolipids,Phosphosphingolipids
CCCC1CCC(O)C=N1,Alkaloids,Pseudoalkaloids (transamidation),Acetate-derived alkaloids
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CCOC7=O)C(O)CC65O)C4)OC3C)OC2C)CC(O)C1O,Terpenoids,Steroids,Cardenolides
CCCCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,Fatty acids,Glycerophospholipids,Glycerophosphoserines
C=C(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,Terpenoids,Steroids,Cholestane steroids
CCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O[C@H]1O[C@H](COP(=O)(O)O[C@H]2C(O)C(O)C(O)[C@@H](O)C2O)[C@@H](O)C(O)C1O)[C@H](O)CCCCCCCCCCCCCCCCC,Fatty acids,Spingolipids,Phosphosphingolipids
COc1ccc2c(O)c3c4c(cc(OC)c5oc1c2c54)CCN3C,Alkaloids,Tyrosine alkaloids,Aporphine alkaloids
CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@@H](O)CO,Fatty acids,Glycerophospholipids,Glycerophosphoglycerols
CCCCC/C=C1/[C@H]2NC(=[NH2+])N[C@H]3CC[C@@H](C[C@H]1C)[C@H]32,Alkaloids,Guanidine alkaloids,Tricyclic guanidine alkaloids
C=C1CCC2C(C)(C=O)CCCC2(C)C1CCC(C)CC=O,Terpenoids,Diterpenoids,Labdane diterpenoids
C=C(C)C12CC(C)C34OC(Cc5ccccc5)(OC1C3C=C(COC(C)=O)CC1(O)C(=O)C(C)=CC14)O2,Terpenoids,Diterpenoids,Daphnane diterpenoids
C=C(C)C1C=C(C)CCC=C(C)CCC1,Terpenoids,Sesquiterpenoids,Germacrane sesquiterpenoids
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/CCC(O)(CC)CC)C[C@@H](O)C[C@@H]1O,Terpenoids,Steroids,Vitamin D3 and derivatives
CC(C)=CCCC(C)C1CCC2(C=O)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3,Terpenoids,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids"
C/C=C1/C(O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@@H]2O)OC=C(C(=O)OC)C1CCC,Terpenoids,Monoterpenoids,Secoiridoid monoterpenoids
CC(C)=CCCC(C)=CCC1=C(O)C(=O)C(O)=C(CC=C(C)C)C1=O,Terpenoids,Meroterpenoids,Polyprenylated cyclic polyketides (Hop meroterpenoids)
O[C@@H]1CC=C2CCN3Cc4cc5c(cc4[C@H]1[C@@H]23)OCO5,Alkaloids,Tyrosine alkaloids,Amarylidaceae alkaloids
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CCC(C)(CCCC(C)C)OC(C)=O,Terpenoids,Monoterpenoids,Acyclic monoterpenoids
CN1CCc2cc3c(c4c2[C@@H]1Cc1ccc(O)cc1-4)OCO3,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@@H](COC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,Fatty acids,Glycerophospholipids,Glycerophosphocholines
C=CC(N)C(=O)O,Amino acids and Peptides,Small peptides,Aminoacids
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)Cc2cccc(O)c2)C[C@@H](O)C[C@@H]1O,Terpenoids,Steroids,Vitamin D3 and derivatives
COc1ccc(-c2cc(=O)c3c(O)c(-c4c(OC)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c(OC)cc3o2)cc1,Shikimates and Phenylpropanoids,Flavonoids,Flavones
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCC/C=C\CCCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines
C=C1CC2OC2C(C)(O)CCC(C2=CC(=CC(C)(C)O)OC2=O)C1CO,Terpenoids,Diterpenoids,Xenicane diterpenoids
C/C=C(\C)[C@H]1[C@@H](/C=C/C=C(\C)C(C)=O)[C@@H]2C[C@@H](Cl)[C@](C)(O)C[C@H]2[C@@H]2O[C@@]21C,Polyketides,Cyclic polyketides,Decalins with side chains
CC(C)=CCC1=C(O)C(O)(CC=C(C)C)C(=O)C(C(=O)C(C)C)=C1O,Terpenoids,Meroterpenoids,Polyprenylated cyclic polyketides (Hop meroterpenoids)
CC(=O)OC[C@H]1O[C@@H](Oc2cc3c(c(O)c2C)C(=O)c2ccc(O)cc2C3=O)[C@H](O)[C@@H](O)[C@@H]1O,Polyketides,Polycyclic aromatic polyketides,Anthraquinones and anthrones
CCCCN(CCCC)N(CCC)C(=O)COc1cc2c(O)c3c(O)c(C)c4c(c13)C(=O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)N2)O4,Polyketides,Macrolides,Ansa macrolides
CCC1=CC(CO)CC(C)C(OC2CC(O)C(OC3CC(OC)C(O)C(C)O3)C(C)O2)C(C)CCCC2(C)C=C(C)C(C)CC23OC(=O)C(=C(O)C2(CC)C1C(C)=CC1C(O)CC(=O)C(C)C12)C3=O,Polyketides,Macrolides,Spirotetronate macrolides
CC[C@H](C)[C@@H]1NC(=O)C(Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)N2C(=O)[C@H](CC[C@H]2O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)C(O)Cc2ccc(O)cc2)[C@@H](C)OC1=O,Polyketides,Oligopeptides,Depsipeptides
CC1OC2CC=C3C4=C(C(=O)OCC4)C(O)OC3C23C(=O)OCCC3=C1C=O,Terpenoids,Monoterpenoids,Secoiridoid monoterpenoids
CCCCC/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CC1CC2OC3C(CC2OC2CC4OC5CC=CCC6OC7C=CC8OC9C(CC8OC7C=CC6OC5CC(O)C4(C)OC2C1)OC1CC=CC(C=CC(O)CO)OC1C9O)OC1C(C)C(C)C2(CC(O)CO2)OC1C(O)C3C,Polyketides,Polyethers,Ladder polyethers
O=C(O)c1ccccc1-n1ccc2c([nH]c3ccccc32)c1=O,Alkaloids,Tryptophan alkaloids,Carboline alkaloids
COc1cc2c(cc1O)c1c3c4c(cc(O)c(OC)c42)CCN3C(=O)C1=O,Alkaloids,Tyrosine alkaloids,Aporphine alkaloids
CCCC/C=C\C/C=C/CCCCCCC=O,Fatty acids,Fatty acyls,Fatty aldehydes
CC(=O)OC[C@@]12[C@@H](OC(=O)C=Cc3ccccc3)CC[C@](C)(O)[C@]13OC(C)(C)[C@H]([C@H](O)[C@@H]2OCc1ccccc1)[C@H]3OC(C)=O,Terpenoids,Sesquiterpenoids,Agarofuran sesquiterpenoids
CC(C)=CCCC(C)C1CCC2(C)C3CC=C4C(CCC(O)C4(C)C)C3(C)C(O)CC12C,Terpenoids,Triterpenoids,Cucurbitane triterpenoids
O=C1Oc2cc(O)ccc2C1=Cc1ccc(O)cc1,Shikimates and Phenylpropanoids,Flavonoids,Isoaurones
CC1(C)CCC2OC(=O)C34CC(CC(O)C3C23COC(O)C13)C(=O)C41CCC12C(=O)C13C(O)C2CCC1C12COC3(O)C(O)C1C(C)(C)CCC2O,Terpenoids,Diterpenoids,Secokaurane diterpenoids
CCCCCCCCC/C=C\CCC[C@@H](O)[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)C(O)C1O)NC(=O)[C@H](O)CCCCCCCCCCCCCCCCCCCCCCC,Fatty acids,Spingolipids,Neutral glycosphingolipids
CCCCCCCCCCCCC(O)C1CCC(C(O)CC(O)CCCCCCCCCCCCC2=CC(C)OC2=O)O1,Polyketides,Linear polyketides,Acetogenins
C=C1/C(=C\C=C2/CCC[C@@]3(COCC#CC(C)(C)O)[C@H]2CC[C@@H]3C(C)C)C[C@@H](O)C[C@@H]1O,Terpenoids,Steroids,Vitamin D3 and derivatives
CC#CC#CC=C=CC(O)CCC(=O)O,Fatty acids,Fatty Acids and Conjugates,Unsaturated fatty acids
CC(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)C(=O)NC(C)(C)C(=O)N1CCCC1CO)C(C)C)C(C)C,Amino acids and Peptides,Oligopeptides,Linear peptides
CC[C@H](O)/C=C/C1=C(CCCCCCCC(=O)O)C(=O)CC1,Fatty acids,Octadecanoids,Phytoprostanes
CC(=O)OC1CC2C(C)(C)C(=O)C=CC2(C)C2CCC3(C)C(C4=CC(O)NC4=O)OC(=O)C4OC43C12C,Terpenoids,Triterpenoids,Limonoids
CC1CC(=O)C2=C1C(=O)C(C)(C)CC1CC21C,Terpenoids,Sesquiterpenoids,Africanane sesquiterpenoids
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@H](O)C(C)(C)O)C(C)(C)C[C@H](O)C1,Terpenoids,Carotenoids (C40),"Carotenoids (C40, 棺-顆)"
CC(=O)OC1C(=O)C2(C)C(OC(=O)C(C)NC(=O)c3ccc(-c4c5ccc(=O)cc-5oc5cc(O)ccc45)c(C(=O)O)c3)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,Terpenoids,Diterpenoids,Taxane diterpenoids
CCCCC/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,Fatty acids,Glycerolipids,Triacylglycerols
C=C(C)C(CC)CCC(C)C1CCC2C3CC=C4CC(OC(C)=O)CCC4(C)C3CCC12C,Terpenoids,Steroids,Cholestane steroids
COc1ccc(C2Oc3c(OC)cc4ccc(=O)oc4c3OC2COC(C)=O)cc1OC,Shikimates and Phenylpropanoids,Coumarins,Coumarinolignans
C[NH+](C)C(Cc1cnc[nH]1)C(=O)[O-],Amino acids and Peptides,Small peptides,Aminoacids
CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(O)[C@H]1O)OC(=O)CCCCCCCCCCCCCCCCC,Fatty acids,Glycerophospholipids,CDP-Glycerols
C[C@H](NCC(=O)O)C(=O)O,Amino acids and Peptides,Small peptides,Aminoacids
COc1c(C=CC(C)(C)O)c(=O)n(C)c2c(O)cccc12,Alkaloids,Anthranilic acid alkaloids,Quinoline alkaloids
Cc1coc2c1CC1(C)C(C)CCCC1C2=O,Terpenoids,Sesquiterpenoids,Eremophilane sesquiterpenoids
O=c1cc(-c2ccc(O)cc2)oc2c(C3OC(CO)C(O)C3O)c(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,Shikimates and Phenylpropanoids,Flavonoids,Flavones
CC(C)C(N)C(=O)O,Amino acids and Peptides,Small peptides,Aminoacids
CC(=O)OC1CC(C)(O)C23OC(C)(C)C(C(OC(=O)c4ccoc4)C(OC(=O)c4ccoc4)C2(COC(=O)C(C)C)C1OC(C)=O)C3OC(C)=O,Terpenoids,Sesquiterpenoids,Agarofuran sesquiterpenoids
CCC(C)C(NC(=O)NC1CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2c[nH]c3ccc(O)cc23)N(C)C(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC1=O)C(=O)O,Amino acids and Peptides,Oligopeptides,Anabaenopeptins
CC(C)=CCC/C(C)=C/Cc1c(O)ccc2ccc(=O)oc12,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins
COc1cc2c([nH]c3ccc(O)c(O)c32)c(Cc2ccc(O)cc2)n1,Alkaloids,Tryptophan alkaloids,Carboline alkaloids
CCCCCCCCCCCCCCCC(O)C1CCC(C(O)CCCCCCCCCCCCC2=CC(C)OC2=O)O1,Polyketides,Linear polyketides,Acetogenins
C=C(C)[C@H]1CC(=O)[C@]2(C)CC=C(C)CC[C@H](O)C(=C)[C@H](O)C[C@@H]12,Terpenoids,Diterpenoids,Dolabellane diterpenoids
C[C@@H]1C(=O)O[C@@H](C(C)(C)O)c2nc(cs2)C(=O)OCC(O)c2nc(cs2)C(=O)O[C@H]1CCCC(C)(Cl)Cl,Polyketides,Oligopeptides,Depsipeptides
COC1=C(C(=O)C(C)C)C(=O)C(CC=C(C)CCC=C(C)C)=C(O)C1=O,Terpenoids,Meroterpenoids,Polyprenylated cyclic polyketides (Hop meroterpenoids)
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCCCC)COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,Fatty acids,Glycerophospholipids,Glycerophosphoinositols
CC(C)C1C(=O)N2CCCC2C2(O)OC(C)(NC(=O)C3C=C4c5cccc6[nH]cc(c56)CC4N(C)C3)C(=O)N12,Alkaloids,Tryptophan alkaloids,Ergot alkaloids
CC(=O)OCc1cc(OC(C)=O)c2c(c1)C(=O)c1cccc(OC(C)=O)c1C2=O,Shikimates and Phenylpropanoids,Flavonoids,Chalcones
C=C(CCC1=C(C)CCCC1(C)C)C(O)CCC(C)=CCCC1=CC(=O)OC1O,Terpenoids,Sesterterpenoids,Monocarbocyclic sesterterpenoids
CCCCC1(O)C2=C3C(CCC3N=C(N)N2)CC1C,Alkaloids,Guanidine alkaloids,Tricyclic guanidine alkaloids
CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=NOCCN2CCCC2)C(C)C(O)C1(C)O,Polyketides,Macrolides,Erythromycins
CO[C@H]1C[C@H](O)[C@@H](OC)c2oc3c4c5c(c(O)c3c(=O)c21)-c1c(cc2c(Cl)c(C)n(N=C(C)C)c(=O)c2c1O)C[C@@H]5OCO4,Polyketides,Polycyclic aromatic polyketides,Anthraquinones and anthrones
CC(C)(O)[C@@H]1CC[C@@]2(C)OC3=C(C[C@@H]12)C(=O)[C@]1(O)CO[C@H]3C1,Terpenoids,Meroterpenoids,Miscellaneous meroterpenoids
CN1CCC23C=CC(O)CC2Oc2c(O)ccc(c23)C1,Alkaloids,Tyrosine alkaloids,Amarylidaceae alkaloids
CC1=CC2(C)Oc3c(-c4ccccc4)c[nH]c(=O)c3C2C1C,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids
CN1CCC23c4c5ccc(O)c4OC2C(OS(=O)(=O)O)C=CC3C1C5,Alkaloids,Tyrosine alkaloids,Morphinan alkaloids
C=C(C)C1Cc2c(O)cc(OC)cc2C(O)C1c1ccccc1,Shikimates and Phenylpropanoids,Stilbenoids,Monomeric stilbenes
CC(C)C1=Cc2ccc3c(c2C(=O)C1=O)CCCC3(C)C,Terpenoids,Diterpenoids,Abietane diterpenoids
CCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,Fatty acids,Glycerophospholipids,Glycerophosphocholines
COc1cc(O)c2c(c1)OC1C(O)Oc3cc(OC)c(OC)cc3C1(O)C2=O,Shikimates and Phenylpropanoids,Isoflavonoids,Rotenoids
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCN(C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,Amino acids and Peptides,Oligopeptides,Bleomycins
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)[C@@H](OS(=O)(=O)[O-])[C@H](O)C2(C)C)C(C)(C)[C@@H](O)[C@H](O)C1,Terpenoids,Carotenoids (C40),"Carotenoids (C40, 棺-棺)"
COc1ccc2c(c1)[nH]c1cc(O)c(C=O)cc12,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids
CC(=O)O[C@H]1CC[C@]23C[C@]24CC[C@]2(C)[C@@H]([C@H](C)CCO)CC[C@@]2(C)[C@@H]4CC[C@H]3C1(C)C,Terpenoids,Triterpenoids,Cycloartane triterpenoids
CC1(OC(=O)C=Cc2ccc(O)cc2)CC(O)C2(O)C=COC(OC3OC(CO)C(O)C(O)C3O)C12,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
CC12CCCC1C1CCc3cc(O)ccc3C1CC2,Terpenoids,Steroids,Estrane steroids
CCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphates
CC1(C)C2CCC1(C)C(OCCO)C2,Terpenoids,Monoterpenoids,Camphane monoterpenoids
COc1cc2c3c4n(c2cc1OC)C(=O)C[C@@H]1OCC=C2CN(CC3)C(=O)C[C@@H]2[C@H]41,Alkaloids,Tryptophan alkaloids,Strychnos type
CCCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,Fatty acids,Glycerophospholipids,Glycerophosphoserines
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,Fatty acids,Glycerophospholipids,Glycerophosphoinositols
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCC/C=C\CCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoserines
O=Cc1ccc2[nH]c3cc(O)ccc3c2c1,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids
CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCC/C=C\CCCCC,Fatty acids,Glycerophospholipids,Glycerophosphates
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphocholines
CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCCCCCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoserines
C=C1CCC(C(C)C)CCC(C)=CCC1OC(C)=O,Terpenoids,Sesquiterpenoids,Germacrane sesquiterpenoids
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCCCC)COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,Fatty acids,Glycerophospholipids,Glycerophosphoinositols
CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoinositols
CCCOc1ccccc1C=CC(=O)c1ccccc1,Shikimates and Phenylpropanoids,Flavonoids,Chalcones
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CO)C[C@@H](O)C[C@@H]1O,Terpenoids,Steroids,Vitamin D3 and derivatives
C=C1CC(OC(C)=O)C(Br)C(C)(C)C12CC=C(C)CC2,Terpenoids,Sesquiterpenoids,Chamigrane sesquiterpenoids
CC1(C)CCc2c(c(O)cc3c2C2Oc4cc5c(cc4C2CO3)OCO5)O1,Shikimates and Phenylpropanoids,Isoflavonoids,Pterocarpan
COc1c(O)cc(C=Cc2cc(O)cc3c2C2(C(=O)O3)c3c(O)cc(O)cc3OC2c2ccc(O)cc2)cc1O,Shikimates and Phenylpropanoids,Stilbenoids,Oligomeric stibenes
CC1(CO)CC2C=C3COC(=O)C34CC4(C)C2C1,Terpenoids,Sesquiterpenoids,Marasmane sesquiterpenoids
CCC12CCCN3CCC4(c5ccccc5N(C)C4C(OS(=O)(=O)NC(=O)OC)(C(=O)OC)C1)C32,Alkaloids,Tryptophan alkaloids,Aspidosperma type
